,Junction,Date,Hour,Vehicles,hour_of_the_day,day_of_the_week,month,PreviousHourVehicles,IsWeekend
28854,2,2017-10-05,6,-0.3754887541021225,6,5,6,-0.32729562746038354,False
28855,2,2017-10-05,7,-0.2309093741769056,7,5,6,-0.3754887541021225,False
28856,2,2017-10-05,8,-0.1345231208934277,8,5,6,-0.2309093741769056,False
28857,2,2017-10-05,9,-0.1345231208934277,9,5,6,-0.1345231208934277,False
28858,2,2017-10-05,10,0.20282876559874508,10,5,6,-0.1345231208934277,False
28859,2,2017-10-05,11,0.299215018882223,11,5,6,0.20282876559874508,False
28860,2,2017-10-05,12,0.5401806520909178,12,5,6,0.299215018882223,False
28861,2,2017-10-05,13,0.39560127216570096,13,5,6,0.5401806520909178,False
28862,2,2017-10-05,14,0.4919875254491789,14,5,6,0.39560127216570096,False
28863,2,2017-10-05,15,0.5883737787326568,15,5,6,0.4919875254491789,False
28864,2,2017-10-05,16,0.6847600320161348,16,5,6,0.5883737787326568,False
28865,2,2017-10-05,17,0.5401806520909178,17,5,6,0.6847600320161348,False
28866,2,2017-10-05,18,0.8293394119413516,18,5,6,0.5401806520909178,False
28867,2,2017-10-05,19,1.0221119185083074,19,5,6,0.8293394119413516,False
28868,2,2017-10-05,20,0.7329531586578737,20,5,6,1.0221119185083074,False
28869,2,2017-10-05,21,0.6847600320161348,21,5,6,0.7329531586578737,False
28870,2,2017-10-05,22,0.4437943988074399,22,5,6,0.6847600320161348,False
28871,2,2017-10-05,23,0.4919875254491789,23,5,6,0.4437943988074399,False
28872,2,2017-10-06,0,0.20282876559874508,0,6,6,0.4919875254491789,True
28873,2,2017-10-06,1,0.1546356389570061,1,6,6,0.20282876559874508,True
28874,2,2017-10-06,2,-0.08632999425168872,2,6,6,0.1546356389570061,True
28875,2,2017-10-06,3,-0.32729562746038354,3,6,6,-0.08632999425168872,True
28876,2,2017-10-06,4,-0.47187500738560045,4,6,6,-0.32729562746038354,True
28877,2,2017-10-06,5,-0.3754887541021225,5,6,6,-0.47187500738560045,True
28878,2,2017-10-06,6,-0.47187500738560045,6,6,6,-0.3754887541021225,True
28879,2,2017-10-06,7,-0.6646475139525563,7,6,6,-0.47187500738560045,True
28880,2,2017-10-06,8,-0.5682612606690783,8,6,6,-0.6646475139525563,True
28881,2,2017-10-06,9,-0.47187500738560045,9,6,6,-0.5682612606690783,True
28882,2,2017-10-06,10,-0.27910250081864457,10,6,6,-0.47187500738560045,True
28883,2,2017-10-06,11,-0.18271624753516666,11,6,6,-0.27910250081864457,True
28884,2,2017-10-06,12,-0.08632999425168872,12,6,6,-0.18271624753516666,True
28885,2,2017-10-06,13,-0.18271624753516666,13,6,6,-0.08632999425168872,True
28886,2,2017-10-06,14,-0.4236818807438615,14,6,6,-0.18271624753516666,True
28887,2,2017-10-06,15,-0.3754887541021225,15,6,6,-0.4236818807438615,True
28888,2,2017-10-06,16,-0.18271624753516666,16,6,6,-0.3754887541021225,True
28889,2,2017-10-06,17,-0.27910250081864457,17,6,6,-0.18271624753516666,True
28890,2,2017-10-06,18,-0.32729562746038354,18,6,6,-0.27910250081864457,True
28891,2,2017-10-06,19,-0.08632999425168872,19,6,6,-0.32729562746038354,True
28892,2,2017-10-06,20,-0.32729562746038354,20,6,6,-0.08632999425168872,True
28893,2,2017-10-06,21,-0.3754887541021225,21,6,6,-0.32729562746038354,True
28894,2,2017-10-06,22,-0.1345231208934277,22,6,6,-0.3754887541021225,True
28895,2,2017-10-06,23,-0.27910250081864457,23,6,6,-0.1345231208934277,True
28896,2,2017-11-01,0,-0.2309093741769056,0,0,6,-0.27910250081864457,False
28897,2,2017-11-01,1,-0.3754887541021225,1,0,6,-0.2309093741769056,False
28898,2,2017-11-01,2,-0.4236818807438615,2,0,6,-0.3754887541021225,False
28899,2,2017-11-01,3,-0.47187500738560045,3,0,6,-0.4236818807438615,False
28900,2,2017-11-01,4,-0.6646475139525563,4,0,6,-0.47187500738560045,False
28901,2,2017-11-01,5,-0.5682612606690783,5,0,6,-0.6646475139525563,False
28902,2,2017-11-01,6,-0.6646475139525563,6,0,6,-0.5682612606690783,False
28903,2,2017-11-01,7,-0.3754887541021225,7,0,6,-0.6646475139525563,False
28904,2,2017-11-01,8,-0.6164543873108174,8,0,6,-0.3754887541021225,False
28905,2,2017-11-01,9,-0.47187500738560045,9,0,6,-0.6164543873108174,False
28906,2,2017-11-01,10,-0.4236818807438615,10,0,6,-0.47187500738560045,False
28907,2,2017-11-01,11,-0.5200681340273394,11,0,6,-0.4236818807438615,False
28908,2,2017-11-01,12,-0.5200681340273394,12,0,6,-0.5200681340273394,False
28909,2,2017-11-01,13,-0.32729562746038354,13,0,6,-0.5200681340273394,False
28910,2,2017-11-01,14,-0.2309093741769056,14,0,6,-0.32729562746038354,False
28911,2,2017-11-01,15,-0.1345231208934277,15,0,6,-0.2309093741769056,False
28912,2,2017-11-01,16,-0.2309093741769056,16,0,6,-0.1345231208934277,False
28913,2,2017-11-01,17,-0.1345231208934277,17,0,6,-0.2309093741769056,False
28914,2,2017-11-01,18,-0.3754887541021225,18,0,6,-0.1345231208934277,False
28915,2,2017-11-01,19,-0.27910250081864457,19,0,6,-0.3754887541021225,False
28916,2,2017-11-01,20,0.010056259031789217,20,0,6,-0.27910250081864457,False
28917,2,2017-11-01,21,-0.03813686760994975,21,0,6,0.010056259031789217,False
28918,2,2017-11-01,22,-0.1345231208934277,22,0,6,-0.03813686760994975,False
28919,2,2017-11-01,23,-0.3754887541021225,23,0,6,-0.1345231208934277,False
28920,2,2017-11-02,0,-0.08632999425168872,0,1,6,-0.3754887541021225,False
28921,2,2017-11-02,1,-0.1345231208934277,1,1,6,-0.08632999425168872,False
28922,2,2017-11-02,2,-0.27910250081864457,2,1,6,-0.1345231208934277,False
28923,2,2017-11-02,3,-0.4236818807438615,3,1,6,-0.27910250081864457,False
28924,2,2017-11-02,4,-0.5682612606690783,4,1,6,-0.4236818807438615,False
28925,2,2017-11-02,5,-0.5682612606690783,5,1,6,-0.5682612606690783,False
28926,2,2017-11-02,6,-0.5200681340273394,6,1,6,-0.5682612606690783,False
28927,2,2017-11-02,7,-0.6646475139525563,7,1,6,-0.5200681340273394,False
28928,2,2017-11-02,8,-0.6646475139525563,8,1,6,-0.6646475139525563,False
28929,2,2017-11-02,9,-0.4236818807438615,9,1,6,-0.6646475139525563,False
28930,2,2017-11-02,10,-0.5682612606690783,10,1,6,-0.4236818807438615,False
28931,2,2017-11-02,11,-0.47187500738560045,11,1,6,-0.5682612606690783,False
28932,2,2017-11-02,12,-0.5200681340273394,12,1,6,-0.47187500738560045,False
28933,2,2017-11-02,13,-0.5682612606690783,13,1,6,-0.5200681340273394,False
28934,2,2017-11-02,14,-0.6164543873108174,14,1,6,-0.5682612606690783,False
28935,2,2017-11-02,15,-0.6164543873108174,15,1,6,-0.6164543873108174,False
28936,2,2017-11-02,16,-0.3754887541021225,16,1,6,-0.6164543873108174,False
28937,2,2017-11-02,17,-0.5200681340273394,17,1,6,-0.3754887541021225,False
28938,2,2017-11-02,18,-0.4236818807438615,18,1,6,-0.5200681340273394,False
28939,2,2017-11-02,19,-0.47187500738560045,19,1,6,-0.4236818807438615,False
28940,2,2017-11-02,20,-0.3754887541021225,20,1,6,-0.47187500738560045,False
28941,2,2017-11-02,21,-0.27910250081864457,21,1,6,-0.3754887541021225,False
28942,2,2017-11-02,22,-0.27910250081864457,22,1,6,-0.27910250081864457,False
28943,2,2017-11-02,23,-0.2309093741769056,23,1,6,-0.27910250081864457,False
28944,2,2017-11-03,0,0.010056259031789217,0,2,6,-0.2309093741769056,False
28945,2,2017-11-03,1,-0.1345231208934277,1,2,6,0.010056259031789217,False
28946,2,2017-11-03,2,0.010056259031789217,2,2,6,-0.1345231208934277,False
28947,2,2017-11-03,3,-0.18271624753516666,3,2,6,0.010056259031789217,False
28948,2,2017-11-03,4,-0.27910250081864457,4,2,6,-0.18271624753516666,False
28949,2,2017-11-03,5,-0.47187500738560045,5,2,6,-0.27910250081864457,False
28950,2,2017-11-03,6,-0.7128406405942953,6,2,6,-0.47187500738560045,False
28951,2,2017-11-03,7,-0.5682612606690783,7,2,6,-0.7128406405942953,False
28952,2,2017-11-03,8,-0.5682612606690783,8,2,6,-0.5682612606690783,False
28953,2,2017-11-03,9,-0.47187500738560045,9,2,6,-0.5682612606690783,False
28954,2,2017-11-03,10,-0.5200681340273394,10,2,6,-0.47187500738560045,False
28955,2,2017-11-03,11,-0.5200681340273394,11,2,6,-0.5200681340273394,False
28956,2,2017-11-03,12,-0.27910250081864457,12,2,6,-0.5200681340273394,False
28957,2,2017-11-03,13,-0.5200681340273394,13,2,6,-0.27910250081864457,False
28958,2,2017-11-03,14,-0.4236818807438615,14,2,6,-0.5200681340273394,False
28959,2,2017-11-03,15,-0.5682612606690783,15,2,6,-0.4236818807438615,False
28960,2,2017-11-03,16,-0.5682612606690783,16,2,6,-0.5682612606690783,False
28961,2,2017-11-03,17,-0.3754887541021225,17,2,6,-0.5682612606690783,False
28962,2,2017-11-03,18,-0.4236818807438615,18,2,6,-0.3754887541021225,False
28963,2,2017-11-03,19,-0.4236818807438615,19,2,6,-0.4236818807438615,False
28964,2,2017-11-03,20,-0.32729562746038354,20,2,6,-0.4236818807438615,False
28965,2,2017-11-03,21,-0.47187500738560045,21,2,6,-0.32729562746038354,False
28966,2,2017-11-03,22,-0.3754887541021225,22,2,6,-0.47187500738560045,False
28967,2,2017-11-03,23,-0.4236818807438615,23,2,6,-0.3754887541021225,False
28968,2,2017-11-04,0,0.347408145523962,0,3,6,-0.4236818807438615,False
28969,2,2017-11-04,1,0.25102189224048405,1,3,6,0.347408145523962,False
28970,2,2017-11-04,2,0.10644251231526715,2,3,6,0.25102189224048405,False
28971,2,2017-11-04,3,-0.27910250081864457,3,3,6,0.10644251231526715,False
28972,2,2017-11-04,4,-0.27910250081864457,4,3,6,-0.27910250081864457,False
28973,2,2017-11-04,5,-0.3754887541021225,5,3,6,-0.27910250081864457,False
28974,2,2017-11-04,6,-0.5200681340273394,6,3,6,-0.3754887541021225,False
28975,2,2017-11-04,7,-0.18271624753516666,7,3,6,-0.5200681340273394,False
28976,2,2017-11-04,8,-0.2309093741769056,8,3,6,-0.18271624753516666,False
28977,2,2017-11-04,9,-0.03813686760994975,9,3,6,-0.2309093741769056,False
28978,2,2017-11-04,10,0.10644251231526715,10,3,6,-0.03813686760994975,False
28979,2,2017-11-04,11,0.299215018882223,11,3,6,0.10644251231526715,False
28980,2,2017-11-04,12,0.347408145523962,12,3,6,0.299215018882223,False
28981,2,2017-11-04,13,0.25102189224048405,13,3,6,0.347408145523962,False
28982,2,2017-11-04,14,0.5401806520909178,14,3,6,0.25102189224048405,False
28983,2,2017-11-04,15,0.5883737787326568,15,3,6,0.5401806520909178,False
28984,2,2017-11-04,16,0.39560127216570096,16,3,6,0.5883737787326568,False
28985,2,2017-11-04,17,0.299215018882223,17,3,6,0.39560127216570096,False
28986,2,2017-11-04,18,0.5401806520909178,18,3,6,0.299215018882223,False
28987,2,2017-11-04,19,0.7811462852996127,19,3,6,0.5401806520909178,False
28988,2,2017-11-04,20,0.5401806520909178,20,3,6,0.7811462852996127,False
28989,2,2017-11-04,21,0.299215018882223,21,3,6,0.5401806520909178,False
28990,2,2017-11-04,22,0.299215018882223,22,3,6,0.299215018882223,False
28991,2,2017-11-04,23,0.347408145523962,23,3,6,0.299215018882223,False
28992,2,2017-11-05,0,0.25102189224048405,0,4,6,0.347408145523962,False
28993,2,2017-11-05,1,0.10644251231526715,1,4,6,0.25102189224048405,False
28994,2,2017-11-05,2,0.058249385673528185,2,4,6,0.10644251231526715,False
28995,2,2017-11-05,3,-0.1345231208934277,3,4,6,0.058249385673528185,False
28996,2,2017-11-05,4,-0.18271624753516666,4,4,6,-0.1345231208934277,False
28997,2,2017-11-05,5,-0.47187500738560045,5,4,6,-0.18271624753516666,False
28998,2,2017-11-05,6,-0.27910250081864457,6,4,6,-0.47187500738560045,False
28999,2,2017-11-05,7,-0.2309093741769056,7,4,6,-0.27910250081864457,False
29000,2,2017-11-05,8,-0.2309093741769056,8,4,6,-0.2309093741769056,False
29001,2,2017-11-05,9,-0.18271624753516666,9,4,6,-0.2309093741769056,False
29002,2,2017-11-05,10,-0.03813686760994975,10,4,6,-0.18271624753516666,False
29003,2,2017-11-05,11,0.347408145523962,11,4,6,-0.03813686760994975,False
29004,2,2017-11-05,12,0.5883737787326568,12,4,6,0.347408145523962,False
29005,2,2017-11-05,13,0.299215018882223,13,4,6,0.5883737787326568,False
29006,2,2017-11-05,14,0.347408145523962,14,4,6,0.299215018882223,False
29007,2,2017-11-05,15,0.5883737787326568,15,4,6,0.347408145523962,False
29008,2,2017-11-05,16,0.4437943988074399,16,4,6,0.5883737787326568,False
29009,2,2017-11-05,17,0.39560127216570096,17,4,6,0.4437943988074399,False
29010,2,2017-11-05,18,0.39560127216570096,18,4,6,0.39560127216570096,False
29011,2,2017-11-05,19,0.7329531586578737,19,4,6,0.39560127216570096,False
29012,2,2017-11-05,20,0.7329531586578737,20,4,6,0.7329531586578737,False
29013,2,2017-11-05,21,0.39560127216570096,21,4,6,0.7329531586578737,False
29014,2,2017-11-05,22,0.4919875254491789,22,4,6,0.39560127216570096,False
29015,2,2017-11-05,23,0.20282876559874508,23,4,6,0.4919875254491789,False
29016,2,2017-11-06,0,-0.18271624753516666,0,5,6,0.20282876559874508,False
29017,2,2017-11-06,1,-0.32729562746038354,1,5,6,-0.18271624753516666,False
29018,2,2017-11-06,2,-0.5200681340273394,2,5,6,-0.32729562746038354,False
29019,2,2017-11-06,3,-0.4236818807438615,3,5,6,-0.5200681340273394,False
29020,2,2017-11-06,4,-0.4236818807438615,4,5,6,-0.4236818807438615,False
29021,2,2017-11-06,5,-0.47187500738560045,5,5,6,-0.4236818807438615,False
29022,2,2017-11-06,6,-0.5682612606690783,6,5,6,-0.47187500738560045,False
29023,2,2017-11-06,7,-0.47187500738560045,7,5,6,-0.5682612606690783,False
29024,2,2017-11-06,8,-0.4236818807438615,8,5,6,-0.47187500738560045,False
29025,2,2017-11-06,9,-0.5682612606690783,9,5,6,-0.4236818807438615,False
29026,2,2017-11-06,10,-0.5682612606690783,10,5,6,-0.5682612606690783,False
29027,2,2017-11-06,11,-0.27910250081864457,11,5,6,-0.5682612606690783,False
29028,2,2017-11-06,12,-0.4236818807438615,12,5,6,-0.27910250081864457,False
29029,2,2017-11-06,13,-0.32729562746038354,13,5,6,-0.4236818807438615,False
29030,2,2017-11-06,14,-0.32729562746038354,14,5,6,-0.32729562746038354,False
29031,2,2017-11-06,15,-0.27910250081864457,15,5,6,-0.32729562746038354,False
29032,2,2017-11-06,16,-0.27910250081864457,16,5,6,-0.27910250081864457,False
29033,2,2017-11-06,17,-0.18271624753516666,17,5,6,-0.27910250081864457,False
29034,2,2017-11-06,18,-0.08632999425168872,18,5,6,-0.18271624753516666,False
29035,2,2017-11-06,19,0.10644251231526715,19,5,6,-0.08632999425168872,False
29036,2,2017-11-06,20,-0.27910250081864457,20,5,6,0.10644251231526715,False
29037,2,2017-11-06,21,-0.1345231208934277,21,5,6,-0.27910250081864457,False
29038,2,2017-11-06,22,0.010056259031789217,22,5,6,-0.1345231208934277,False
29039,2,2017-11-06,23,-0.27910250081864457,23,5,6,0.010056259031789217,False
29040,2,2017-12-01,0,-0.4236818807438615,0,6,6,-0.27910250081864457,True
29041,2,2017-12-01,1,-0.32729562746038354,1,6,6,-0.4236818807438615,True
29042,2,2017-12-01,2,-0.3754887541021225,2,6,6,-0.32729562746038354,True
29043,2,2017-12-01,3,-0.47187500738560045,3,6,6,-0.3754887541021225,True
29044,2,2017-12-01,4,-0.5200681340273394,4,6,6,-0.47187500738560045,True
29045,2,2017-12-01,5,-0.5200681340273394,5,6,6,-0.5200681340273394,True
29046,2,2017-12-01,6,-0.6164543873108174,6,6,6,-0.5200681340273394,True
29047,2,2017-12-01,7,-0.5682612606690783,7,6,6,-0.6164543873108174,True
29048,2,2017-12-01,8,-0.6164543873108174,8,6,6,-0.5682612606690783,True
29049,2,2017-12-01,9,-0.4236818807438615,9,6,6,-0.6164543873108174,True
29050,2,2017-12-01,10,-0.4236818807438615,10,6,6,-0.4236818807438615,True
29051,2,2017-12-01,11,-0.4236818807438615,11,6,6,-0.4236818807438615,True
29052,2,2017-12-01,12,-0.47187500738560045,12,6,6,-0.4236818807438615,True
29053,2,2017-12-01,13,-0.4236818807438615,13,6,6,-0.47187500738560045,True
29054,2,2017-12-01,14,-0.32729562746038354,14,6,6,-0.4236818807438615,True
29055,2,2017-12-01,15,-0.27910250081864457,15,6,6,-0.32729562746038354,True
29056,2,2017-12-01,16,-0.03813686760994975,16,6,6,-0.27910250081864457,True
29057,2,2017-12-01,17,-0.08632999425168872,17,6,6,-0.03813686760994975,True
29058,2,2017-12-01,18,-0.08632999425168872,18,6,6,-0.08632999425168872,True
29059,2,2017-12-01,19,-0.1345231208934277,19,6,6,-0.08632999425168872,True
29060,2,2017-12-01,20,0.010056259031789217,20,6,6,-0.1345231208934277,True
29061,2,2017-12-01,21,-0.18271624753516666,21,6,6,0.010056259031789217,True
29062,2,2017-12-01,22,-0.27910250081864457,22,6,6,-0.18271624753516666,True
29063,2,2017-12-01,23,-0.18271624753516666,23,6,6,-0.27910250081864457,True
29064,2,2017-12-02,0,-0.32729562746038354,0,0,6,-0.18271624753516666,False
29065,2,2017-12-02,1,-0.32729562746038354,1,0,6,-0.32729562746038354,False
29066,2,2017-12-02,2,-0.47187500738560045,2,0,6,-0.32729562746038354,False
29067,2,2017-12-02,3,-0.5682612606690783,3,0,6,-0.47187500738560045,False
29068,2,2017-12-02,4,-0.6646475139525563,4,0,6,-0.5682612606690783,False
29069,2,2017-12-02,5,-0.6164543873108174,5,0,6,-0.6646475139525563,False
29070,2,2017-12-02,6,-0.6164543873108174,6,0,6,-0.6164543873108174,False
29071,2,2017-12-02,7,-0.47187500738560045,7,0,6,-0.6164543873108174,False
29072,2,2017-12-02,8,-0.5200681340273394,8,0,6,-0.47187500738560045,False
29073,2,2017-12-02,9,-0.47187500738560045,9,0,6,-0.5200681340273394,False
29074,2,2017-12-02,10,-0.47187500738560045,10,0,6,-0.47187500738560045,False
29075,2,2017-12-02,11,-0.4236818807438615,11,0,6,-0.47187500738560045,False
29076,2,2017-12-02,12,-0.4236818807438615,12,0,6,-0.4236818807438615,False
29077,2,2017-12-02,13,-0.47187500738560045,13,0,6,-0.4236818807438615,False
29078,2,2017-12-02,14,-0.47187500738560045,14,0,6,-0.47187500738560045,False
29079,2,2017-12-02,15,-0.6164543873108174,15,0,6,-0.47187500738560045,False
29080,2,2017-12-02,16,-0.47187500738560045,16,0,6,-0.6164543873108174,False
29081,2,2017-12-02,17,-0.2309093741769056,17,0,6,-0.47187500738560045,False
29082,2,2017-12-02,18,-0.4236818807438615,18,0,6,-0.2309093741769056,False
29083,2,2017-12-02,19,-0.32729562746038354,19,0,6,-0.4236818807438615,False
29084,2,2017-12-02,20,-0.4236818807438615,20,0,6,-0.32729562746038354,False
29085,2,2017-12-02,21,-0.18271624753516666,21,0,6,-0.4236818807438615,False
29086,2,2017-12-02,22,-0.32729562746038354,22,0,6,-0.18271624753516666,False
29087,2,2017-12-02,23,-0.27910250081864457,23,0,6,-0.32729562746038354,False
29088,2,2017-12-03,0,-0.32729562746038354,0,1,6,-0.27910250081864457,False
29089,2,2017-12-03,1,-0.32729562746038354,1,1,6,-0.32729562746038354,False
29090,2,2017-12-03,2,-0.27910250081864457,2,1,6,-0.32729562746038354,False
29091,2,2017-12-03,3,-0.3754887541021225,3,1,6,-0.27910250081864457,False
29092,2,2017-12-03,4,-0.6646475139525563,4,1,6,-0.3754887541021225,False
29093,2,2017-12-03,5,-0.5200681340273394,5,1,6,-0.6646475139525563,False
29094,2,2017-12-03,6,-0.5682612606690783,6,1,6,-0.5200681340273394,False
29095,2,2017-12-03,7,-0.5200681340273394,7,1,6,-0.5682612606690783,False
29096,2,2017-12-03,8,-0.4236818807438615,8,1,6,-0.5200681340273394,False
29097,2,2017-12-03,9,-0.6164543873108174,9,1,6,-0.4236818807438615,False
29098,2,2017-12-03,10,-0.5200681340273394,10,1,6,-0.6164543873108174,False
29099,2,2017-12-03,11,-0.32729562746038354,11,1,6,-0.5200681340273394,False
29100,2,2017-12-03,12,-0.47187500738560045,12,1,6,-0.32729562746038354,False
29101,2,2017-12-03,13,-0.5682612606690783,13,1,6,-0.47187500738560045,False
29102,2,2017-12-03,14,-0.5200681340273394,14,1,6,-0.5682612606690783,False
29103,2,2017-12-03,15,-0.4236818807438615,15,1,6,-0.5200681340273394,False
29104,2,2017-12-03,16,-0.4236818807438615,16,1,6,-0.4236818807438615,False
29105,2,2017-12-03,17,-0.32729562746038354,17,1,6,-0.4236818807438615,False
29106,2,2017-12-03,18,-0.3754887541021225,18,1,6,-0.32729562746038354,False
29107,2,2017-12-03,19,-0.27910250081864457,19,1,6,-0.3754887541021225,False
29108,2,2017-12-03,20,-0.3754887541021225,20,1,6,-0.27910250081864457,False
29109,2,2017-12-03,21,-0.18271624753516666,21,1,6,-0.3754887541021225,False
29110,2,2017-12-03,22,-0.1345231208934277,22,1,6,-0.18271624753516666,False
29111,2,2017-12-03,23,-0.2309093741769056,23,1,6,-0.1345231208934277,False
29112,2,2017-12-04,0,0.25102189224048405,0,2,6,-0.2309093741769056,False
29113,2,2017-12-04,1,-0.08632999425168872,1,2,6,0.25102189224048405,False
29114,2,2017-12-04,2,0.010056259031789217,2,2,6,-0.08632999425168872,False
29115,2,2017-12-04,3,-0.08632999425168872,3,2,6,0.010056259031789217,False
29116,2,2017-12-04,4,-0.2309093741769056,4,2,6,-0.08632999425168872,False
29117,2,2017-12-04,5,-0.32729562746038354,5,2,6,-0.2309093741769056,False
29118,2,2017-12-04,6,-0.32729562746038354,6,2,6,-0.32729562746038354,False
29119,2,2017-12-04,7,-0.18271624753516666,7,2,6,-0.32729562746038354,False
29120,2,2017-12-04,8,-0.18271624753516666,8,2,6,-0.18271624753516666,False
29121,2,2017-12-04,9,-0.08632999425168872,9,2,6,-0.18271624753516666,False
29122,2,2017-12-04,10,-0.08632999425168872,10,2,6,-0.08632999425168872,False
29123,2,2017-12-04,11,0.20282876559874508,11,2,6,-0.08632999425168872,False
29124,2,2017-12-04,12,0.299215018882223,12,2,6,0.20282876559874508,False
29125,2,2017-12-04,13,0.1546356389570061,13,2,6,0.299215018882223,False
29126,2,2017-12-04,14,0.39560127216570096,14,2,6,0.1546356389570061,False
29127,2,2017-12-04,15,0.347408145523962,15,2,6,0.39560127216570096,False
29128,2,2017-12-04,16,0.25102189224048405,16,2,6,0.347408145523962,False
29129,2,2017-12-04,17,0.299215018882223,17,2,6,0.25102189224048405,False
29130,2,2017-12-04,18,0.4437943988074399,18,2,6,0.299215018882223,False
29131,2,2017-12-04,19,0.6365669053743958,19,2,6,0.4437943988074399,False
29132,2,2017-12-04,20,0.5883737787326568,20,2,6,0.6365669053743958,False
29133,2,2017-12-04,21,0.4437943988074399,21,2,6,0.5883737787326568,False
29134,2,2017-12-04,22,0.39560127216570096,22,2,6,0.4437943988074399,False
29135,2,2017-12-04,23,0.25102189224048405,23,2,6,0.39560127216570096,False
29136,2,2017-12-05,0,0.6365669053743958,0,3,6,0.25102189224048405,False
29137,2,2017-12-05,1,0.10644251231526715,1,3,6,0.6365669053743958,False
29138,2,2017-12-05,2,0.010056259031789217,2,3,6,0.10644251231526715,False
29139,2,2017-12-05,3,-0.27910250081864457,3,3,6,0.010056259031789217,False
29140,2,2017-12-05,4,-0.32729562746038354,4,3,6,-0.27910250081864457,False
29141,2,2017-12-05,5,-0.5200681340273394,5,3,6,-0.32729562746038354,False
29142,2,2017-12-05,6,-0.47187500738560045,6,3,6,-0.5200681340273394,False
29143,2,2017-12-05,7,-0.27910250081864457,7,3,6,-0.47187500738560045,False
29144,2,2017-12-05,8,-0.2309093741769056,8,3,6,-0.27910250081864457,False
29145,2,2017-12-05,9,-0.03813686760994975,9,3,6,-0.2309093741769056,False
29146,2,2017-12-05,10,0.058249385673528185,10,3,6,-0.03813686760994975,False
29147,2,2017-12-05,11,0.010056259031789217,11,3,6,0.058249385673528185,False
29148,2,2017-12-05,12,0.20282876559874508,12,3,6,0.010056259031789217,False
29149,2,2017-12-05,13,0.1546356389570061,13,3,6,0.20282876559874508,False
29150,2,2017-12-05,14,0.39560127216570096,14,3,6,0.1546356389570061,False
29151,2,2017-12-05,15,0.347408145523962,15,3,6,0.39560127216570096,False
29152,2,2017-12-05,16,0.39560127216570096,16,3,6,0.347408145523962,False
29153,2,2017-12-05,17,0.299215018882223,17,3,6,0.39560127216570096,False
29154,2,2017-12-05,18,0.4919875254491789,18,3,6,0.299215018882223,False
29155,2,2017-12-05,19,0.5401806520909178,19,3,6,0.4919875254491789,False
29156,2,2017-12-05,20,0.4437943988074399,20,3,6,0.5401806520909178,False
29157,2,2017-12-05,21,0.20282876559874508,21,3,6,0.4437943988074399,False
29158,2,2017-12-05,22,0.39560127216570096,22,3,6,0.20282876559874508,False
29159,2,2017-12-05,23,0.25102189224048405,23,3,6,0.39560127216570096,False
29160,2,2017-12-06,0,-0.2309093741769056,0,4,6,0.25102189224048405,False
29161,2,2017-12-06,1,-0.32729562746038354,1,4,6,-0.2309093741769056,False
29162,2,2017-12-06,2,-0.3754887541021225,2,4,6,-0.32729562746038354,False
29163,2,2017-12-06,3,-0.3754887541021225,3,4,6,-0.3754887541021225,False
29164,2,2017-12-06,4,-0.5200681340273394,4,4,6,-0.3754887541021225,False
29165,2,2017-12-06,5,-0.3754887541021225,5,4,6,-0.5200681340273394,False
29166,2,2017-12-06,6,-0.3754887541021225,6,4,6,-0.3754887541021225,False
29167,2,2017-12-06,7,-0.3754887541021225,7,4,6,-0.3754887541021225,False
29168,2,2017-12-06,8,-0.2309093741769056,8,4,6,-0.3754887541021225,False
29169,2,2017-12-06,9,0.058249385673528185,9,4,6,-0.2309093741769056,False
29170,2,2017-12-06,10,0.347408145523962,10,4,6,0.058249385673528185,False
29171,2,2017-12-06,11,0.5883737787326568,11,4,6,0.347408145523962,False
29172,2,2017-12-06,12,0.39560127216570096,12,4,6,0.5883737787326568,False
29173,2,2017-12-06,13,0.4437943988074399,13,4,6,0.39560127216570096,False
29174,2,2017-12-06,14,0.8293394119413516,14,4,6,0.4437943988074399,False
29175,2,2017-12-06,15,1.1666912984335245,15,4,6,0.8293394119413516,False
29176,2,2017-12-06,16,0.8293394119413516,16,4,6,1.1666912984335245,False
29177,2,2017-12-06,17,0.7329531586578737,17,4,6,0.8293394119413516,False
29178,2,2017-12-06,18,0.8293394119413516,18,4,6,0.7329531586578737,False
29179,2,2017-12-06,19,0.9257256652248296,19,4,6,0.8293394119413516,False
29180,2,2017-12-06,20,0.6847600320161348,20,4,6,0.9257256652248296,False
29181,2,2017-12-06,21,0.8293394119413516,21,4,6,0.6847600320161348,False
29182,2,2017-12-06,22,0.8293394119413516,22,4,6,0.8293394119413516,False
29183,2,2017-12-06,23,0.5883737787326568,23,4,6,0.8293394119413516,False
29184,3,2015-01-11,0,-0.6646475139525563,0,6,1,,True
29185,3,2015-01-11,1,-0.7610337672360342,1,6,1,-0.6646475139525563,True
29186,3,2015-01-11,2,-0.8574200205195122,2,6,1,-0.7610337672360342,True
29187,3,2015-01-11,3,-1.050192527086468,3,6,1,-0.8574200205195122,True
29188,3,2015-01-11,4,-1.001999400444729,4,6,1,-1.050192527086468,True
29189,3,2015-01-11,5,-1.001999400444729,5,6,1,-1.001999400444729,True
29190,3,2015-01-11,6,-0.9538062738029901,6,6,1,-1.001999400444729,True
29191,3,2015-01-11,7,-0.9056131471612512,7,6,1,-0.9538062738029901,True
